,TimeGMT,Hmax meter,Hs meter,H1/3 meter,Direction deg,Tav sec,Tz sec,Tp sec,Temperature oC
82,2021-11-01 17:15:00,0.66,0.49,0.40,263,3.0,2.8,10.0,25.10
