,TimeGMT,Hmax meter,Hs meter,H1/3 meter,Direction deg,Tav sec,Tz sec,Tp sec,Temperature oC
36,2021-07-26 18:15:00,1.47,0.91,0.85,262,4.5,4.3,7.7,30.55
37,2021-07-26 18:45:00,1.55,0.93,0.86,263,4.8,4.4,7.7,30.50
38,2021-07-26 19:15:00,1.47,0.95,0.87,266,4.7,4.4,7.7,30.45
39,2021-07-26 19:45:00,1.38,0.91,0.83,264,4.6,4.4,7.7,30.40
40,2021-07-26 20:15:00,1.30,0.88,0.83,266,4.7,4.4,7.7,30.40
41,2021-07-26 20:45:00,1.41,0.83,0.76,269,4.8,4.4,7.1,30.35
42,2021-07-26 21:15:00,1.25,0.88,0.78,269,4.7,4.6,7.7,30.30
43,2021-07-26 21:45:00,1.17,0.85,0.78,267,5.0,4.7,7.1,30.25
44,2021-07-26 22:15:00,1.34,0.83,0.77,277,5.0,4.8,7.1,30.25
45,2021-07-26 22:45:00,1.34,0.79,0.72,271,4.8,4.7,7.7,30.20
46,2021-07-26 23:15:00,1.30,0.76,0.69,277,4.8,4.5,7.1,30.20
47,2021-07-26 23:45:00,1.10,0.75,0.67,271,4.7,4.5,7.1,30.20
48,2021-07-27 00:15:00,1.30,0.78,0.70,278,4.9,4.7,6.7,30.15
49,2021-07-27 00:45:00,1.34,0.73,0.67,269,4.8,4.8,7.7,30.10
50,2021-07-27 01:15:00,1.46,0.74,0.71,273,4.9,4.7,7.7,30.10
51,2021-07-27 01:45:00,1.05,0.70,0.65,278,5.1,4.8,6.2,30.05
52,2021-07-27 02:15:00,1.04,0.70,0.64,276,5.0,4.8,7.7,30.00
53,2021-07-27 02:45:00,0.92,0.67,0.61,281,5.0,4.8,6.7,30.00
54,2021-07-27 03:15:00,1.16,0.71,0.65,274,5.1,5.0,7.7,30.05
55,2021-07-27 03:45:00,1.16,0.67,0.61,276,5.1,4.9,7.7,30.25
56,2021-07-27 04:15:00,1.14,0.80,0.75,274,5.3,5.2,7.1,30.35
57,2021-07-27 04:45:00,1.01,0.67,0.62,273,5.1,4.9,7.1,30.30
58,2021-07-27 05:15:00,1.29,0.68,0.61,277,5.0,4.9,7.7,30.30
59,2021-07-27 05:45:00,1.02,0.70,0.64,270,5.2,5.0,7.7,30.35
60,2021-07-27 06:15:00,1.17,0.67,0.62,267,5.0,4.9,7.7,30.50
61,2021-07-27 06:45:00,1.10,0.70,0.67,274,5.3,5.1,7.7,30.55
62,2021-07-27 07:15:00,0.98,0.70,0.64,269,5.3,5.1,7.7,30.70
63,2021-07-27 07:45:00,1.03,0.73,0.65,271,5.3,5.1,7.7,30.70
64,2021-07-27 08:15:00,1.17,0.70,0.65,270,5.2,5.1,7.7,30.70
65,2021-07-27 08:45:00,1.22,0.72,0.71,267,5.2,5.0,7.7,30.60
66,2021-07-27 09:15:00,1.07,0.71,0.66,271,5.1,4.7,7.7,30.35
67,2021-07-27 09:45:00,1.24,0.82,0.73,274,4.6,4.5,6.7,30.30
68,2021-07-27 10:15:00,1.55,0.81,0.74,266,4.5,4.2,7.7,30.25
69,2021-07-27 10:45:00,1.44,0.90,0.82,269,4.8,4.4,7.7,30.30
70,2021-07-27 11:15:00,1.05,0.81,0.72,271,4.4,4.1,7.1,30.50
71,2021-07-27 11:45:00,1.27,0.86,0.77,271,4.6,4.3,7.1,30.50
72,2021-07-27 12:15:00,1.32,0.86,0.77,273,4.5,4.2,7.1,30.40
73,2021-07-27 12:45:00,1.12,0.80,0.73,273,4.3,4.0,7.7,30.50
74,2021-07-27 13:15:00,1.32,0.87,0.75,277,4.0,4.0,7.7,30.45
75,2021-07-27 13:45:00,1.28,0.86,0.78,277,4.1,3.9,7.1,30.40
76,2021-07-27 14:15:00,1.31,0.90,0.79,276,4.2,4.0,7.7,30.30
77,2021-07-27 14:45:00,1.27,0.91,0.83,277,4.3,3.9,6.7,30.25
78,2021-07-27 15:15:00,1.45,0.93,0.84,280,4.3,4.1,6.7,30.30
79,2021-07-27 15:45:00,1.46,0.97,0.85,277,4.1,4.0,7.7,30.30
80,2021-07-27 16:15:00,1.56,0.96,0.88,270,4.3,4.1,7.7,30.30
81,2021-07-27 16:45:00,1.47,0.97,0.86,276,4.2,4.2,7.1,30.25
34,2021-07-27 17:15:00,1.59,1.02,0.93,270,4.5,4.3,7.7,30.25
35,2021-07-27 17:45:00,1.67,0.93,0.84,270,4.4,4.2,7.7,30.25
36,2021-07-27 18:15:00,1.34,0.92,0.83,273,4.4,4.2,7.1,30.25
37,2021-07-27 18:45:00,1.37,0.92,0.84,277,4.4,4.2,7.1,30.25
38,2021-07-27 19:15:00,1.35,0.89,0.81,295,4.3,4.1,4.8,30.25
39,2021-07-27 19:45:00,1.40,0.88,0.81,271,4.4,4.3,7.1,30.25
40,2021-07-27 20:15:00,1.91,0.89,0.81,269,4.5,4.3,7.1,30.60
41,2021-07-27 20:45:00,1.33,0.85,0.77,297,4.4,4.3,4.8,30.85
42,2021-07-27 21:15:00,1.24,0.82,0.73,273,4.5,4.3,7.1,31.00
43,2021-07-27 21:45:00,1.49,0.84,0.79,270,4.6,4.4,7.1,31.10
44,2021-07-27 22:15:00,1.38,0.83,0.74,263,4.6,4.4,7.1,31.10
45,2021-07-27 22:45:00,1.26,0.80,0.74,271,4.6,4.4,7.1,30.45
46,2021-07-27 23:15:00,1.27,0.79,0.73,300,4.7,4.5,4.8,30.40
47,2021-07-27 23:45:00,1.09,0.76,0.71,292,4.8,4.5,4.8,30.40
48,2021-07-28 00:15:00,1.21,0.76,0.69,269,4.6,4.6,7.1,30.45
49,2021-07-28 00:45:00,1.17,0.77,0.70,266,4.8,4.7,6.7,30.40
50,2021-07-28 01:15:00,1.18,0.77,0.70,274,4.9,4.8,6.2,30.45
51,2021-07-28 01:45:00,1.16,0.74,0.68,263,4.7,4.5,7.1,30.40
52,2021-07-28 02:15:00,0.97,0.69,0.66,269,4.8,4.6,6.7,30.35
53,2021-07-28 02:45:00,1.27,0.79,0.73,273,4.8,4.7,6.7,30.30
54,2021-07-28 03:15:00,1.03,0.75,0.68,269,4.7,4.8,6.7,30.20
55,2021-07-28 03:45:00,1.32,0.79,0.72,267,5.0,4.9,7.1,30.15
56,2021-07-28 04:15:00,1.29,0.79,0.73,270,5.0,4.9,7.1,30.20
57,2021-07-28 04:45:00,1.14,0.78,0.72,271,4.9,4.8,7.1,30.20
58,2021-07-28 05:15:00,1.22,0.76,0.70,264,5.0,4.7,7.7,30.30
59,2021-07-28 05:45:00,1.30,0.78,0.70,262,4.6,4.5,7.1,30.40
60,2021-07-28 06:15:00,1.30,0.75,0.69,262,4.7,4.3,7.1,30.40
61,2021-07-28 06:45:00,1.28,0.79,0.74,262,4.8,4.3,7.1,30.40
62,2021-07-28 07:15:00,1.09,0.74,0.69,263,4.6,4.2,7.1,30.45
63,2021-07-28 07:45:00,1.24,0.76,0.70,267,4.3,4.0,7.1,30.45
64,2021-07-28 08:15:00,1.32,0.84,0.75,264,4.5,4.3,7.1,30.40
65,2021-07-28 08:45:00,1.35,0.80,0.72,264,4.3,4.0,6.7,30.40
66,2021-07-28 09:15:00,1.38,0.80,0.73,264,4.4,4.0,7.1,30.45
67,2021-07-28 09:45:00,1.16,0.77,0.67,267,4.0,3.7,6.7,30.50
68,2021-07-28 10:15:00,1.19,0.79,0.71,253,4.1,3.9,7.1,30.55
69,2021-07-28 10:45:00,1.21,0.83,0.74,264,4.0,3.8,7.1,30.65
70,2021-07-28 11:15:00,1.43,0.84,0.77,270,4.2,3.9,7.1,30.70
71,2021-07-28 11:45:00,1.42,0.86,0.78,270,4.3,3.9,7.1,30.50
72,2021-07-28 12:15:00,1.24,0.83,0.75,269,4.0,3.7,7.1,30.80
73,2021-07-28 12:45:00,1.21,0.83,0.74,290,4.1,3.7,5.0,30.80
74,2021-07-28 13:15:00,1.29,0.87,0.77,285,3.9,3.9,6.2,30.65
75,2021-07-28 13:45:00,1.22,0.89,0.79,295,4.0,3.8,4.8,30.75
76,2021-07-28 14:15:00,1.36,0.88,0.79,280,4.1,3.7,6.7,30.65
77,2021-07-28 14:45:00,1.78,1.01,0.93,302,4.2,3.9,5.3,30.70
78,2021-07-28 15:15:00,1.45,1.00,0.91,284,4.2,4.0,5.6,30.65
79,2021-07-28 15:45:00,1.84,0.97,0.89,297,4.1,3.9,5.6,30.60
80,2021-07-28 16:15:00,1.58,0.99,0.91,304,4.2,4.0,5.3,30.60
81,2021-07-28 16:45:00,1.41,0.99,0.89,292,4.3,4.2,5.3,30.60
34,2021-07-28 17:15:00,2.32,1.07,0.97,295,4.5,4.3,5.3,30.60
35,2021-07-28 17:45:00,1.75,1.03,0.93,304,4.6,4.4,5.6,30.60
36,2021-07-28 18:15:00,1.52,1.02,0.92,314,4.5,4.4,5.6,30.55
37,2021-07-28 18:45:00,1.81,1.03,0.96,294,4.6,4.4,5.6,30.55
38,2021-07-28 19:15:00,1.43,1.04,0.94,301,4.7,4.5,5.6,30.55
39,2021-07-28 19:45:00,1.69,0.94,0.85,263,4.5,4.4,7.1,30.55
40,2021-07-28 20:15:00,1.57,0.96,0.87,269,4.8,4.5,7.1,30.50
41,2021-07-28 20:45:00,1.54,0.96,0.88,300,4.7,4.5,5.3,30.50
42,2021-07-28 21:15:00,1.35,0.88,0.82,270,4.5,4.4,6.7,30.65
43,2021-07-28 21:45:00,1.31,0.91,0.83,297,4.7,4.5,5.0,30.70
44,2021-07-28 22:15:00,1.24,0.82,0.74,266,4.6,4.3,7.1,30.65
45,2021-07-28 22:45:00,1.22,0.82,0.76,292,4.7,4.4,5.3,30.70
46,2021-07-28 23:15:00,1.30,0.83,0.76,262,4.5,4.4,6.7,30.70
47,2021-07-28 23:45:00,1.15,0.86,0.78,288,4.6,4.4,5.0,30.65
48,2021-07-29 00:15:00,1.29,0.83,0.78,288,4.7,4.5,5.3,30.60
49,2021-07-29 00:45:00,1.33,0.81,0.76,270,4.6,4.3,6.2,30.60
50,2021-07-29 01:15:00,1.19,0.79,0.72,267,4.3,4.2,7.1,30.60
51,2021-07-29 01:45:00,1.19,0.79,0.73,264,4.7,4.4,6.7,30.55
52,2021-07-29 02:15:00,1.27,0.81,0.74,263,4.6,4.4,7.1,30.55
53,2021-07-29 02:45:00,1.32,0.80,0.75,264,4.5,4.3,6.7,30.55
54,2021-07-29 03:15:00,1.12,0.76,0.71,271,4.5,4.3,6.2,30.50
55,2021-07-29 03:45:00,1.31,0.77,0.71,264,4.5,4.3,6.7,30.50
56,2021-07-29 04:15:00,1.20,0.77,0.70,262,4.5,4.3,6.7,30.60
57,2021-07-29 04:45:00,1.12,0.72,0.65,266,4.5,4.3,6.7,30.60
58,2021-07-29 05:15:00,1.27,0.72,0.64,267,4.3,4.3,6.7,30.60
59,2021-07-29 05:45:00,1.12,0.69,0.64,280,4.3,4.1,5.6,30.65
60,2021-07-29 06:15:00,1.24,0.78,0.72,267,4.5,4.3,6.7,30.70
61,2021-07-29 06:45:00,1.21,0.73,0.65,263,4.3,4.2,6.7,30.75
62,2021-07-29 07:15:00,1.08,0.73,0.67,267,4.4,4.2,6.2,30.80
63,2021-07-29 07:45:00,0.95,0.67,0.60,271,4.1,3.9,5.9,30.80
64,2021-07-29 08:15:00,1.06,0.74,0.65,288,4.0,3.9,5.0,30.85
65,2021-07-29 08:45:00,1.18,0.79,0.69,267,4.0,3.8,6.2,30.70
66,2021-07-29 09:15:00,1.40,0.80,0.71,263,4.0,3.8,6.7,30.65
67,2021-07-29 09:45:00,1.25,0.77,0.68,285,3.8,3.7,4.8,30.70
68,2021-07-29 10:15:00,1.08,0.73,0.67,273,3.9,3.6,5.0,30.75
69,2021-07-29 11:15:00,NULL,0.70,NULL,273,NULL,3.5,5.6,30.90
70,2021-07-29 11:45:00,1.04,0.69,0.62,278,3.9,3.6,5.3,30.85
71,2021-07-29 14:45:00,NULL,0.72,NULL,271,NULL,3.7,6.2,30.90
72,2021-07-29 15:15:00,1.26,0.72,0.65,277,3.9,3.8,5.6,30.80
73,2021-07-29 16:45:00,NULL,0.91,NULL,291,NULL,4.1,5.3,30.75
26,2021-07-29 17:15:00,1.59,0.88,0.80,271,4.3,4.2,6.2,30.65
27,2021-07-29 17:45:00,1.46,0.85,0.76,294,4.2,4.2,5.3,30.55
28,2021-07-29 18:15:00,1.23,0.83,0.76,304,4.2,4.0,4.8,30.50
29,2021-07-29 18:45:00,1.29,0.81,0.75,298,4.2,4.0,4.5,30.50
30,2021-07-29 19:15:00,1.24,0.86,0.77,295,4.2,4.2,5.0,30.50
31,2021-07-29 19:45:00,1.53,0.86,0.75,292,4.2,4.2,5.3,30.70
32,2021-07-29 20:15:00,1.21,0.81,0.72,276,4.3,4.3,6.2,30.85
33,2021-07-29 20:45:00,1.25,0.78,0.74,267,4.6,4.3,6.7,31.05
34,2021-07-29 21:15:00,1.31,0.82,0.75,291,4.6,4.4,4.8,31.20
35,2021-07-29 21:45:00,1.28,0.84,0.77,291,4.6,4.4,5.3,31.25
36,2021-07-29 22:15:00,1.13,0.77,0.69,292,4.5,4.3,5.3,31.20
37,2021-07-29 22:45:00,1.30,0.77,0.71,291,4.4,4.3,5.0,31.10
38,2021-07-29 23:15:00,1.24,0.77,0.69,294,4.3,4.3,5.0,31.00
39,2021-07-29 23:45:00,1.28,0.74,0.68,287,4.5,4.3,5.0,30.90
40,2021-07-30 00:15:00,1.11,0.74,0.68,287,4.4,4.3,5.3,30.75
41,2021-07-30 00:45:00,1.12,0.75,0.68,266,4.5,4.3,6.7,30.80
42,2021-07-30 01:15:00,1.16,0.73,0.67,269,4.5,4.2,6.7,30.65
43,2021-07-30 01:45:00,1.16,0.76,0.71,267,4.5,4.2,6.7,30.65
44,2021-07-30 02:15:00,1.18,0.73,0.66,291,4.4,4.3,4.8,30.65
45,2021-07-30 02:45:00,1.07,0.74,0.67,297,4.3,4.2,5.0,30.60
46,2021-07-30 03:15:00,1.13,0.68,0.63,292,4.2,4.1,5.0,30.65
47,2021-07-30 03:45:00,1.17,0.70,0.64,277,4.4,4.1,5.9,30.65
48,2021-07-30 04:15:00,1.10,0.76,0.70,276,4.6,4.3,5.9,30.65
49,2021-07-30 04:45:00,1.04,0.69,0.63,283,4.3,4.2,5.9,30.60
50,2021-07-30 05:15:00,1.27,0.73,0.67,269,4.6,4.4,6.2,30.65
51,2021-07-30 05:45:00,1.06,0.77,0.71,271,4.6,4.4,5.9,30.60
52,2021-07-30 06:15:00,1.34,0.77,0.70,274,4.5,4.3,6.2,30.60
53,2021-07-30 06:45:00,1.53,0.76,0.70,284,4.5,4.3,5.6,30.65
54,2021-07-30 07:15:00,1.20,0.75,0.70,281,4.6,4.3,5.6,30.70
55,2021-07-30 07:45:00,1.32,0.76,0.71,271,4.6,4.5,6.2,30.75
56,2021-07-30 08:15:00,1.32,0.75,0.70,276,4.6,4.4,5.9,30.80
57,2021-07-30 08:45:00,1.15,0.71,0.66,276,4.5,4.3,5.6,30.90
58,2021-07-30 09:15:00,1.12,0.76,0.72,273,4.5,4.4,5.9,30.95
59,2021-07-30 09:45:00,1.28,0.72,0.67,273,4.4,4.2,5.9,30.90
60,2021-07-30 10:15:00,1.12,0.72,0.65,274,4.2,4.0,5.9,30.90
61,2021-07-30 10:45:00,0.99,0.69,0.63,285,3.9,3.8,5.0,30.95
62,2021-07-30 11:15:00,1.28,0.72,0.65,273,4.0,3.9,5.6,30.95
63,2021-07-30 11:45:00,1.22,0.73,0.64,278,4.0,3.9,5.6,30.85
64,2021-07-30 12:15:00,1.05,0.72,0.64,266,4.0,3.9,5.6,31.00
65,2021-07-30 12:45:00,1.13,0.68,0.63,271,4.1,3.8,5.6,31.05
66,2021-07-30 13:15:00,1.25,0.74,0.66,273,4.2,3.9,5.9,31.05
67,2021-07-30 13:45:00,1.04,0.72,0.64,271,4.1,4.0,5.6,31.05
68,2021-07-30 14:15:00,1.09,0.68,0.63,273,4.3,4.0,6.2,31.00
69,2021-07-30 14:45:00,1.09,0.70,0.63,273,4.4,4.0,5.9,31.00
70,2021-07-30 15:15:00,0.96,0.69,0.61,273,4.2,4.1,5.9,30.90
71,2021-07-30 15:45:00,1.23,0.65,0.60,283,4.3,4.0,5.9,30.95
72,2021-07-30 16:15:00,0.96,0.64,0.58,280,4.4,4.1,5.9,30.95
73,2021-07-30 16:45:00,0.99,0.63,0.57,277,4.4,4.1,6.2,30.90
0,2021-08-02 01:15:00,NULL,0.46,NULL,271,NULL,4.2,5.9,30.90
1,2021-08-02 05:45:00,NULL,0.42,NULL,267,NULL,4.0,5.9,30.70
2,2021-08-02 06:15:00,0.66,0.43,0.39,270,4.1,4.0,5.9,30.70
3,2021-08-02 08:45:00,NULL,0.39,NULL,269,NULL,3.6,5.9,30.95
4,2021-08-02 09:45:00,NULL,0.42,NULL,267,NULL,3.7,5.6,31.20
5,2021-08-02 10:15:00,0.70,0.43,0.38,267,3.8,3.6,5.6,31.20
6,2021-08-02 10:45:00,0.59,0.43,0.37,271,3.6,3.4,5.3,31.25
7,2021-08-02 11:15:00,0.82,0.46,0.40,270,3.7,3.4,5.3,31.25
8,2021-08-02 11:45:00,0.77,0.44,0.39,270,3.6,3.3,5.9,31.20
9,2021-08-02 12:15:00,0.61,0.47,0.41,271,3.8,3.4,5.6,31.20
10,2021-08-02 12:45:00,0.72,0.46,0.42,274,3.8,3.5,5.6,31.20
11,2021-08-02 13:15:00,0.73,0.44,0.38,269,3.8,3.5,6.7,31.30
12,2021-08-02 13:45:00,0.69,0.46,0.40,273,3.7,3.5,5.3,31.20
13,2021-08-02 14:15:00,0.84,0.47,0.42,273,3.9,3.5,7.1,31.15
14,2021-08-02 14:45:00,0.74,0.47,0.42,273,3.9,3.6,7.1,31.10
15,2021-08-02 15:15:00,0.75,0.47,0.41,271,3.9,3.6,6.7,31.05
16,2021-08-02 15:45:00,0.66,0.46,0.41,274,4.1,3.7,5.6,31.05
17,2021-08-02 16:15:00,0.69,0.48,0.44,274,4.2,3.9,7.1,31.00
18,2021-08-02 16:45:00,0.77,0.47,0.44,273,4.5,4.0,7.1,31.00
19,2021-08-02 17:15:00,0.77,0.54,0.49,271,4.8,4.4,7.7,30.90
20,2021-08-02 17:45:00,0.81,0.52,0.47,267,4.7,4.3,7.1,30.90
21,2021-08-02 18:15:00,0.86,0.54,0.49,270,4.7,4.5,7.7,30.75
22,2021-08-02 18:45:00,0.87,0.52,0.49,273,4.7,4.4,7.7,30.75
23,2021-08-02 19:15:00,0.70,0.52,0.47,276,4.7,4.4,7.7,30.75
24,2021-08-02 19:45:00,0.83,0.57,0.52,270,4.8,4.6,7.1,30.70
25,2021-08-02 20:15:00,0.82,0.53,0.49,274,4.8,4.5,7.7,30.75
26,2021-08-02 20:45:00,0.84,0.55,0.50,273,4.7,4.5,5.9,30.80
27,2021-08-02 21:15:00,0.97,0.54,0.48,276,4.5,4.5,7.7,30.80
28,2021-08-02 21:45:00,0.72,0.50,0.46,269,4.6,4.3,6.7,30.80
29,2021-08-02 22:15:00,0.72,0.52,0.46,269,4.7,4.3,6.2,30.80
30,2021-08-02 22:45:00,0.81,0.53,0.48,269,4.6,4.4,6.2,30.75
31,2021-08-02 23:15:00,0.79,0.52,0.48,267,4.7,4.5,6.2,30.75
32,2021-08-02 23:45:00,0.84,0.54,0.49,273,4.5,4.6,6.2,30.75
33,2021-08-03 00:15:00,0.74,0.50,0.45,267,4.6,4.4,6.2,30.70
34,2021-08-03 00:45:00,0.70,0.51,0.47,278,4.9,4.7,7.1,30.65
35,2021-08-03 01:15:00,0.77,0.53,0.48,276,4.7,4.6,6.7,30.55
36,2021-08-03 01:45:00,0.78,0.53,0.48,281,4.8,4.6,7.1,30.50
37,2021-08-03 02:15:00,0.71,0.48,0.45,283,4.7,4.5,7.1,30.40
38,2021-08-03 02:45:00,0.75,0.51,0.47,278,4.8,4.4,6.2,30.35
39,2021-08-03 03:15:00,0.77,0.51,0.47,271,4.8,4.6,5.9,30.35
40,2021-08-03 03:45:00,0.75,0.51,0.47,277,4.7,4.4,6.2,30.30
41,2021-08-03 04:15:00,0.80,0.51,0.46,280,4.7,4.3,6.2,30.30
42,2021-08-03 04:45:00,0.73,0.48,0.44,271,4.4,4.3,5.9,30.30
43,2021-08-03 05:15:00,0.73,0.50,0.45,277,4.5,4.3,6.2,30.30
44,2021-08-03 05:45:00,0.76,0.49,0.46,274,4.7,4.5,5.9,30.35
45,2021-08-03 06:15:00,0.86,0.48,0.45,270,4.7,4.4,5.9,30.45
46,2021-08-03 06:45:00,0.75,0.46,0.43,267,4.7,4.5,5.9,30.60
47,2021-08-03 07:15:00,0.73,0.48,0.46,267,4.9,4.6,5.6,30.65
48,2021-08-03 07:45:00,0.77,0.47,0.44,267,4.8,4.5,5.9,30.80
49,2021-08-03 08:15:00,0.69,0.50,0.46,267,4.8,4.6,6.2,30.90
50,2021-08-03 08:45:00,0.76,0.52,0.48,271,4.8,4.7,6.2,30.90
51,2021-08-03 09:15:00,0.87,0.53,0.51,270,5.1,4.8,6.2,31.00
52,2021-08-03 09:45:00,0.90,0.61,0.55,276,5.2,5.1,6.7,31.15
53,2021-08-03 10:15:00,1.10,0.62,0.58,277,5.1,5.0,6.7,31.10
54,2021-08-03 10:45:00,1.09,0.68,0.63,273,4.9,4.8,6.2,31.05
55,2021-08-03 11:15:00,0.86,0.62,0.58,274,4.7,4.3,6.7,31.05
56,2021-08-03 11:45:00,0.99,0.66,0.62,271,4.7,4.4,6.2,30.95
57,2021-08-03 12:15:00,0.99,0.64,0.59,277,4.7,4.2,6.7,30.75
58,2021-08-03 12:45:00,0.87,0.63,0.59,273,4.6,4.0,5.9,30.65
59,2021-08-03 13:15:00,1.16,0.64,0.59,274,4.5,4.1,6.2,30.50
60,2021-08-03 13:45:00,1.16,0.67,0.61,281,4.5,4.3,6.7,30.45
61,2021-08-03 14:15:00,1.03,0.61,0.56,277,4.5,4.2,6.2,30.40
62,2021-08-03 14:45:00,0.90,0.55,0.51,278,4.1,3.7,6.2,30.35
63,2021-08-03 15:15:00,0.98,0.58,0.52,280,4.3,4.0,6.2,30.35
64,2021-08-03 15:45:00,0.91,0.60,0.53,277,4.1,4.0,6.2,30.30
65,2021-08-03 16:15:00,0.96,0.57,0.52,283,4.3,4.0,6.2,30.25
66,2021-08-03 16:45:00,1.05,0.58,0.53,270,4.5,4.2,6.7,30.25
34,2021-08-03 17:15:00,0.81,0.54,0.50,263,4.6,4.2,7.7,30.20
35,2021-08-03 17:45:00,0.81,0.54,0.49,273,4.4,4.2,6.2,30.20
36,2021-08-03 18:15:00,0.83,0.54,0.48,270,4.4,4.3,7.1,30.60
37,2021-08-03 18:45:00,0.79,0.55,0.50,267,4.6,4.3,7.1,30.90
38,2021-08-03 19:15:00,0.99,0.56,0.51,274,4.8,4.7,6.2,30.95
39,2021-08-03 19:45:00,0.88,0.49,0.45,273,4.7,4.4,6.7,31.00
40,2021-08-03 20:15:00,0.83,0.51,0.48,270,4.9,4.8,7.1,31.00
41,2021-08-03 20:45:00,0.83,0.50,0.47,273,4.8,4.7,7.1,31.05
42,2021-08-03 21:15:00,0.74,0.52,0.46,269,5.1,4.8,7.1,31.20
43,2021-08-03 21:45:00,0.76,0.50,0.45,270,4.8,4.4,7.1,31.20
44,2021-08-03 22:15:00,0.83,0.47,0.42,274,4.5,4.3,6.7,31.20
45,2021-08-03 22:45:00,0.68,0.48,0.44,270,4.8,4.4,6.7,31.40
46,2021-08-03 23:15:00,0.77,0.48,0.44,273,4.7,4.4,6.7,31.40
47,2021-08-03 23:45:00,0.78,0.48,0.46,273,4.9,4.4,6.7,31.25
48,2021-08-04 00:15:00,0.71,0.45,0.43,278,4.8,4.4,6.2,31.15
49,2021-08-04 00:45:00,0.67,0.47,0.44,277,5.0,4.5,6.7,30.95
50,2021-08-04 01:15:00,0.76,0.48,0.45,273,4.9,4.7,6.7,30.90
51,2021-08-04 01:45:00,0.66,0.48,0.45,276,5.0,4.7,6.2,30.80
52,2021-08-04 02:15:00,0.74,0.47,0.44,271,4.8,4.6,6.2,30.65
53,2021-08-04 02:45:00,0.62,0.45,0.41,274,5.0,4.7,6.7,30.60
54,2021-08-04 03:15:00,0.77,0.48,0.45,277,5.2,4.9,6.2,30.45
55,2021-08-04 03:45:00,0.62,0.44,0.40,274,5.0,4.7,6.2,30.35
56,2021-08-04 04:15:00,0.79,0.43,0.40,281,4.9,4.7,5.9,30.25
57,2021-08-04 04:45:00,0.80,0.44,0.39,277,4.8,4.8,5.9,30.20
58,2021-08-04 05:15:00,0.73,0.44,0.41,274,4.9,4.8,5.9,30.15
59,2021-08-04 05:45:00,0.84,0.46,0.43,276,4.9,4.8,5.9,30.10
60,2021-08-04 06:15:00,0.65,0.42,0.39,273,4.7,4.5,5.9,30.15
61,2021-08-04 06:45:00,0.68,0.44,0.41,271,4.6,4.5,5.9,30.20
62,2021-08-04 07:15:00,0.76,0.47,0.43,273,4.9,4.7,6.2,30.25
63,2021-08-04 07:45:00,0.61,0.44,0.40,271,4.4,4.4,6.2,30.30
64,2021-08-04 08:15:00,0.68,0.44,0.40,269,4.3,4.2,6.2,30.30
65,2021-08-04 08:45:00,0.80,0.50,0.46,269,4.5,4.3,5.9,30.25
66,2021-08-04 09:15:00,0.75,0.45,0.42,271,4.2,4.0,5.9,30.25
67,2021-08-04 09:45:00,0.95,0.51,0.46,269,4.1,4.1,5.9,30.30
68,2021-08-04 10:15:00,0.74,0.51,0.45,273,4.0,3.9,5.6,30.30
69,2021-08-04 10:45:00,0.84,0.51,0.47,270,3.9,3.7,5.6,30.30
70,2021-08-04 11:15:00,0.81,0.50,0.45,270,3.7,3.5,6.2,30.35
71,2021-08-04 11:45:00,0.77,0.50,0.45,277,3.8,3.4,6.2,30.40
72,2021-08-04 12:15:00,0.69,0.50,0.45,271,3.6,3.3,5.9,30.40
73,2021-08-04 12:45:00,1.07,0.49,0.43,278,3.6,3.3,5.3,30.35
74,2021-08-04 13:15:00,0.68,0.48,0.41,277,3.4,3.1,5.3,30.30
75,2021-08-04 13:45:00,0.80,0.50,0.44,284,3.6,3.3,5.9,30.25
76,2021-08-04 14:15:00,0.77,0.46,0.40,278,3.3,3.2,5.9,30.20
77,2021-08-04 14:45:00,0.71,0.48,0.42,277,3.5,3.2,5.9,30.20
78,2021-08-04 15:15:00,0.64,0.47,0.41,277,3.5,3.3,5.9,30.25
79,2021-08-04 15:45:00,0.71,0.45,0.41,281,3.6,3.4,6.2,30.25
80,2021-08-04 16:15:00,0.81,0.48,0.41,283,3.6,3.5,5.9,30.25
81,2021-08-04 16:45:00,0.74,0.46,0.41,277,3.5,3.3,5.9,30.25
34,2021-08-04 17:15:00,0.71,0.46,0.39,283,3.4,3.3,6.2,30.45
35,2021-08-04 17:45:00,0.73,0.46,0.39,276,3.3,3.1,6.2,30.45
36,2021-08-04 18:15:00,0.83,0.54,0.46,277,3.3,3.0,5.9,30.40
37,2021-08-04 18:45:00,0.89,0.54,0.46,281,3.3,3.1,5.6,30.50
38,2021-08-04 19:15:00,0.77,0.51,0.44,273,3.4,3.2,6.7,30.50
39,2021-08-04 19:45:00,0.75,0.52,0.45,276,3.9,3.6,6.7,30.55
40,2021-08-04 20:15:00,0.82,0.50,0.45,274,3.8,3.6,6.7,30.60
41,2021-08-04 20:45:00,0.81,0.55,0.48,277,4.1,3.9,6.7,30.65
42,2021-08-04 21:15:00,0.85,0.50,0.45,270,4.0,3.7,6.7,30.70
43,2021-08-04 21:45:00,0.72,0.50,0.45,269,4.0,3.9,6.2,31.00
44,2021-08-04 22:15:00,0.68,0.46,0.41,273,4.1,3.9,6.2,31.05
45,2021-08-04 22:45:00,0.78,0.48,0.45,269,4.1,3.9,6.7,30.85
