,TimeGMT,Hmax meter,Hs meter,H1/3 meter,Direction deg,Tav sec,Tz sec,Tp sec,Temperature oC
81,2021-09-12 16:45:00,2.05,1.10,1.03,290,5.2,5.1,7.7,29.65
